annot_id,PAD#,Camera,"Lighting (lightbox, benchtop, benchtop dark)",black/white background,API,Sample,mg concentration (w/w mg/mg or w/v mg/mL),% Conc,missing_card
3514.0,82213,ipad,benchtop,white,Methotrexate,111_1,8.14275,32.6,False
3515.0,82213,ipad,lightbox,white,Methotrexate,111_1,8.14275,32.6,False
3516.0,82213,ipad,no light,white,Methotrexate,111_1,8.14275,32.6,False
3517.0,82213,pixel,benchtop,white,Methotrexate,111_1,8.14275,32.6,False
3518.0,82213,pixel,lightbox,white,Methotrexate,111_1,8.14275,32.6,False
3519.0,82213,pixel,no light,white,Methotrexate,111_1,8.14275,32.6,False
3520.0,82207,ipad,benchtop,white,Methotrexate,111_2,8.14275,32.6,False
3521.0,82207,ipad,lightbox,white,Methotrexate,111_2,8.14275,32.6,False
3522.0,82207,ipad,no light,white,Methotrexate,111_2,8.14275,32.6,False
3523.0,82207,pixel,benchtop,white,Methotrexate,111_2,8.14275,32.6,False
3524.0,82207,pixel,lightbox,white,Methotrexate,111_2,8.14275,32.6,False
3525.0,82207,pixel,no light,white,Methotrexate,111_2,8.14275,32.6,False
3526.0,82172,ipad,benchtop,white,Methotrexate,111_3,8.14275,32.6,False
3527.0,82172,ipad,lightbox,white,Methotrexate,111_3,8.14275,32.6,False
3528.0,82172,ipad,no light,white,Methotrexate,111_3,8.14275,32.6,False
3529.0,82172,pixel,benchtop,white,Methotrexate,111_3,8.14275,32.6,False
3530.0,82172,pixel,lightbox,white,Methotrexate,111_3,8.14275,32.6,False
3531.0,82172,pixel,no light,white,Methotrexate,111_3,8.14275,32.6,False
3532.0,82173,ipad,benchtop,white,Methotrexate,111_4,8.14275,32.6,False
3533.0,82173,ipad,lightbox,white,Methotrexate,111_4,8.14275,32.6,False
3534.0,82173,ipad,no light,white,Methotrexate,111_4,8.14275,32.6,False
3535.0,82173,pixel,benchtop,white,Methotrexate,111_4,8.14275,32.6,False
3536.0,82173,pixel,lightbox,white,Methotrexate,111_4,8.14275,32.6,False
3537.0,82173,pixel,no light,white,Methotrexate,111_4,8.14275,32.6,False
3538.0,81987,ipad,benchtop,white,Methotrexate,111_5,8.14275,32.6,False
3539.0,81987,ipad,lightbox,white,Methotrexate,111_5,8.14275,32.6,False
3540.0,81987,ipad,no light,white,Methotrexate,111_5,8.14275,32.6,False
3541.0,81987,pixel,benchtop,white,Methotrexate,111_5,8.14275,32.6,False
3542.0,81987,pixel,lightbox,white,Methotrexate,111_5,8.14275,32.6,False
3543.0,81987,pixel,no light,white,Methotrexate,111_5,8.14275,32.6,False
3544.0,80391,ipad,benchtop,black,Methotrexate,111_7,8.14275,32.6,False
3545.0,80391,ipad,lightbox,black,Methotrexate,111_7,8.14275,32.6,False
3546.0,80391,ipad,no light,black,Methotrexate,111_7,8.14275,32.6,False
3547.0,80391,pixel,benchtop,black,Methotrexate,111_7,8.14275,32.6,False
3548.0,80391,pixel,lightbox,black,Methotrexate,111_7,8.14275,32.6,False
3549.0,80391,pixel,no light,black,Methotrexate,111_7,8.14275,32.6,False
3550.0,82233,ipad,benchtop,black,Methotrexate,111_8,8.14275,32.6,False
3551.0,82233,ipad,lightbox,black,Methotrexate,111_8,8.14275,32.6,False
3552.0,82233,ipad,no light,black,Methotrexate,111_8,8.14275,32.6,False
3553.0,82233,pixel,benchtop,black,Methotrexate,111_8,8.14275,32.6,False
3554.0,82233,pixel,lightbox,black,Methotrexate,111_8,8.14275,32.6,False
3555.0,82233,pixel,no light,black,Methotrexate,111_8,8.14275,32.6,False
3556.0,81514,ipad,benchtop,black,Methotrexate,111_9,8.14275,32.6,False
3557.0,81514,ipad,lightbox,black,Methotrexate,111_9,8.14275,32.6,False
3558.0,81514,ipad,no light,black,Methotrexate,111_9,8.14275,32.6,False
3559.0,81514,pixel,benchtop,black,Methotrexate,111_9,8.14275,32.6,False
3560.0,81514,pixel,lightbox,black,Methotrexate,111_9,8.14275,32.6,False
3561.0,81514,pixel,no light,black,Methotrexate,111_9,8.14275,32.6,False
3562.0,74892,ipad,benchtop,white,Oxaliplatin 5mg/mL,std100,4.965,99.3,False
4339.0,74892,ipad,lightbox,white,Oxaliplatin 5mg/mL,std101,4.965,99.3,False
4340.0,74892,ipad,no light,white,Oxaliplatin 5mg/mL,std102,4.965,99.3,False
4341.0,74892,pixel,benchtop,white,Oxaliplatin 5mg/mL,std103,4.965,99.3,False
4342.0,74892,pixel,lightbox,white,Oxaliplatin 5mg/mL,std104,4.965,99.3,False
4343.0,74892,pixel,no light,white,Oxaliplatin 5mg/mL,std105,4.965,99.3,False
3563.0,80612,ipad,benchtop,white,Oxaliplatin 5mg/mL,234_1,4.87,97.4,False
3564.0,80612,ipad,lightbox,white,Oxaliplatin 5mg/mL,234_1,4.87,97.4,False
3565.0,80612,ipad,no light,white,Oxaliplatin 5mg/mL,234_1,4.87,97.4,False
3566.0,80612,pixel,benchtop,white,Oxaliplatin 5mg/mL,234_1,4.87,97.4,False
3567.0,80612,pixel,lightbox,white,Oxaliplatin 5mg/mL,234_1,4.87,97.4,False
3568.0,80612,pixel,no light,white,Oxaliplatin 5mg/mL,234_1,4.87,97.4,False
3569.0,81176,ipad,benchtop,white,Oxaliplatin 5mg/mL,234_2,4.87,97.4,False
3570.0,81176,ipad,lightbox,white,Oxaliplatin 5mg/mL,234_2,4.87,97.4,False
3571.0,81176,ipad,no light,white,Oxaliplatin 5mg/mL,234_2,4.87,97.4,False
3572.0,81176,pixel,benchtop,white,Oxaliplatin 5mg/mL,234_2,4.87,97.4,False
3573.0,81176,pixel,lightbox,white,Oxaliplatin 5mg/mL,234_2,4.87,97.4,False
3574.0,81176,pixel,no light,white,Oxaliplatin 5mg/mL,234_2,4.87,97.4,False
3575.0,74893,ipad,lightbox,black,Oxaliplatin 5mg/mL,234_3,4.87,97.4,False
3576.0,74893,pixel,benchtop,black,Oxaliplatin 5mg/mL,234_3,4.87,97.4,False
3577.0,74893,pixel,lightbox,black,Oxaliplatin 5mg/mL,234_3,4.87,97.4,False
3578.0,74893,pixel,no light,black,Oxaliplatin 5mg/mL,234_3,4.87,97.4,False
3579.0,79849,ipad,lightbox,black,Oxaliplatin 5mg/mL,234_4,4.87,97.4,False
3580.0,79849,pixel,benchtop,black,Oxaliplatin 5mg/mL,234_4,4.87,97.4,False
3581.0,79849,pixel,lightbox,black,Oxaliplatin 5mg/mL,234_4,4.87,97.4,False
3582.0,79849,pixel,no light,black,Oxaliplatin 5mg/mL,234_4,4.87,97.4,False
3583.0,81714,ipad,benchtop,white,Oxaliplatin 5mg/mL,752_1,4.925,98.5,False
3584.0,81714,ipad,lightbox,white,Oxaliplatin 5mg/mL,752_1,4.925,98.5,False
3585.0,81714,ipad,no light,white,Oxaliplatin 5mg/mL,752_1,4.925,98.5,False
3586.0,81714,pixel,benchtop,white,Oxaliplatin 5mg/mL,752_1,4.925,98.5,False
3587.0,81714,pixel,lightbox,white,Oxaliplatin 5mg/mL,752_1,4.925,98.5,False
3588.0,81714,pixel,no light,white,Oxaliplatin 5mg/mL,752_1,4.925,98.5,False
3589.0,81715,ipad,benchtop,white,Oxaliplatin 5mg/mL,752_2,4.925,98.5,False
3590.0,81715,ipad,lightbox,white,Oxaliplatin 5mg/mL,752_2,4.925,98.5,False
3591.0,81715,ipad,no light,white,Oxaliplatin 5mg/mL,752_2,4.925,98.5,False
3592.0,81715,pixel,benchtop,white,Oxaliplatin 5mg/mL,752_2,4.925,98.5,False
3593.0,81715,pixel,lightbox,white,Oxaliplatin 5mg/mL,752_2,4.925,98.5,False
3594.0,81715,pixel,no light,white,Oxaliplatin 5mg/mL,752_2,4.925,98.5,False
3595.0,74890,pixel,benchtop,black,Oxaliplatin 5mg/mL,752_3,4.925,98.5,False
3596.0,74890,pixel,lightbox,black,Oxaliplatin 5mg/mL,752_3,4.925,98.5,False
3597.0,74890,pixel,no light,black,Oxaliplatin 5mg/mL,752_3,4.925,98.5,False
3598.0,81716,ipad,benchtop,black,Oxaliplatin 5mg/mL,752_4,4.925,98.5,False
3599.0,81716,ipad,lightbox,black,Oxaliplatin 5mg/mL,752_4,4.925,98.5,False
3600.0,81716,ipad,no light,black,Oxaliplatin 5mg/mL,752_4,4.925,98.5,False
3601.0,81716,pixel,benchtop,black,Oxaliplatin 5mg/mL,752_4,4.925,98.5,False
3602.0,81716,pixel,lightbox,black,Oxaliplatin 5mg/mL,752_4,4.925,98.5,False
3603.0,81716,pixel,no light,black,Oxaliplatin 5mg/mL,752_4,4.925,98.5,False
3604.0,80611,ipad,benchtop,white,Oxaliplatin 5mg/mL,267_1,4.895,97.9,False
3605.0,80611,ipad,lightbox,white,Oxaliplatin 5mg/mL,267_1,4.895,97.9,False
3606.0,80611,ipad,no light,white,Oxaliplatin 5mg/mL,267_1,4.895,97.9,False
3607.0,80611,pixel,benchtop,white,Oxaliplatin 5mg/mL,267_1,4.895,97.9,False
3608.0,80611,pixel,lightbox,white,Oxaliplatin 5mg/mL,267_1,4.895,97.9,False
3609.0,80611,pixel,no light,white,Oxaliplatin 5mg/mL,267_1,4.895,97.9,False
3610.0,81413,ipad,benchtop,white,Oxaliplatin 5mg/mL,267_2,4.895,97.9,False
3611.0,81413,ipad,lightbox,white,Oxaliplatin 5mg/mL,267_2,4.895,97.9,False
3612.0,81413,ipad,no light,white,Oxaliplatin 5mg/mL,267_2,4.895,97.9,False
3613.0,81413,pixel,benchtop,white,Oxaliplatin 5mg/mL,267_2,4.895,97.9,False
3614.0,81413,pixel,lightbox,white,Oxaliplatin 5mg/mL,267_2,4.895,97.9,False
3615.0,81413,pixel,no light,white,Oxaliplatin 5mg/mL,267_2,4.895,97.9,False
3616.0,74895,ipad,benchtop,black,Oxaliplatin 5mg/mL,267_3,4.895,97.9,False
3617.0,74895,ipad,lightbox,black,Oxaliplatin 5mg/mL,267_3,4.895,97.9,False
3618.0,74895,ipad,no light,black,Oxaliplatin 5mg/mL,267_3,4.895,97.9,False
3619.0,74895,pixel,benchtop,black,Oxaliplatin 5mg/mL,267_3,4.895,97.9,False
3620.0,74895,pixel,lightbox,black,Oxaliplatin 5mg/mL,267_3,4.895,97.9,False
3621.0,74895,pixel,no light,black,Oxaliplatin 5mg/mL,267_3,4.895,97.9,False
3622.0,81410,ipad,benchtop,black,Oxaliplatin 5mg/mL,267_4,4.895,97.9,False
3623.0,81410,ipad,lightbox,black,Oxaliplatin 5mg/mL,267_4,4.895,97.9,False
3624.0,81410,ipad,no light,black,Oxaliplatin 5mg/mL,267_4,4.895,97.9,False
3625.0,81410,pixel,benchtop,black,Oxaliplatin 5mg/mL,267_4,4.895,97.9,False
3626.0,81410,pixel,lightbox,black,Oxaliplatin 5mg/mL,267_4,4.895,97.9,False
3627.0,81410,pixel,no light,black,Oxaliplatin 5mg/mL,267_4,4.895,97.9,False
3628.0,81412,ipad,benchtop,white,Oxaliplatin 5mg/mL,0ac_1,5.27,105.4,False
3629.0,81412,ipad,lightbox,white,Oxaliplatin 5mg/mL,0ac_1,5.27,105.4,False
3630.0,81412,ipad,no light,white,Oxaliplatin 5mg/mL,0ac_1,5.27,105.4,False
3631.0,81412,pixel,benchtop,white,Oxaliplatin 5mg/mL,0ac_1,5.27,105.4,False
3632.0,81412,pixel,lightbox,white,Oxaliplatin 5mg/mL,0ac_1,5.27,105.4,False
3633.0,81412,pixel,no light,white,Oxaliplatin 5mg/mL,0ac_1,5.27,105.4,False
3634.0,80609,ipad,benchtop,white,Oxaliplatin 5mg/mL,0ac_2,5.27,105.4,False
3635.0,80609,ipad,lightbox,white,Oxaliplatin 5mg/mL,0ac_2,5.27,105.4,False
3636.0,80609,ipad,no light,white,Oxaliplatin 5mg/mL,0ac_2,5.27,105.4,False
3637.0,80609,pixel,benchtop,white,Oxaliplatin 5mg/mL,0ac_2,5.27,105.4,False
3638.0,80609,pixel,lightbox,white,Oxaliplatin 5mg/mL,0ac_2,5.27,105.4,False
3639.0,80609,pixel,no light,white,Oxaliplatin 5mg/mL,0ac_2,5.27,105.4,False
3640.0,75006,ipad,benchtop,black,Oxaliplatin 5mg/mL,0ac_3,5.27,105.4,False
3641.0,75006,ipad,lightbox,black,Oxaliplatin 5mg/mL,0ac_3,5.27,105.4,False
3642.0,75006,ipad,no light,black,Oxaliplatin 5mg/mL,0ac_3,5.27,105.4,False
3643.0,75006,pixel,benchtop,black,Oxaliplatin 5mg/mL,0ac_3,5.27,105.4,False
3644.0,75006,pixel,lightbox,black,Oxaliplatin 5mg/mL,0ac_3,5.27,105.4,False
3645.0,75006,pixel,no light,black,Oxaliplatin 5mg/mL,0ac_3,5.27,105.4,False
3646.0,80610,ipad,lightbox,black,Oxaliplatin 5mg/mL,0ac_4,5.27,105.4,False
3647.0,80610,pixel,benchtop,black,Oxaliplatin 5mg/mL,0ac_4,5.27,105.4,False
3648.0,80610,pixel,lightbox,black,Oxaliplatin 5mg/mL,0ac_4,5.27,105.4,False
3649.0,80610,pixel,no light,black,Oxaliplatin 5mg/mL,0ac_4,5.27,105.4,False
3650.0,81363,ipad,benchtop,white,Oxaliplatin 5mg/mL,6ae_1,4.77,95.4,False
3651.0,81363,ipad,lightbox,white,Oxaliplatin 5mg/mL,6ae_1,4.77,95.4,False
3652.0,81363,ipad,no light,white,Oxaliplatin 5mg/mL,6ae_1,4.77,95.4,False
3653.0,81363,pixel,benchtop,white,Oxaliplatin 5mg/mL,6ae_1,4.77,95.4,False
3654.0,81363,pixel,lightbox,white,Oxaliplatin 5mg/mL,6ae_1,4.77,95.4,False
3655.0,81363,pixel,no light,white,Oxaliplatin 5mg/mL,6ae_1,4.77,95.4,False
3656.0,81364,ipad,benchtop,white,Oxaliplatin 5mg/mL,6ae_2,4.77,95.4,False
3657.0,81364,ipad,lightbox,white,Oxaliplatin 5mg/mL,6ae_2,4.77,95.4,False
3658.0,81364,ipad,no light,white,Oxaliplatin 5mg/mL,6ae_2,4.77,95.4,False
3659.0,81364,pixel,benchtop,white,Oxaliplatin 5mg/mL,6ae_2,4.77,95.4,False
3660.0,81364,pixel,lightbox,white,Oxaliplatin 5mg/mL,6ae_2,4.77,95.4,False
3661.0,81364,pixel,no light,white,Oxaliplatin 5mg/mL,6ae_2,4.77,95.4,False
3662.0,75009,ipad,benchtop,black,Oxaliplatin 5mg/mL,6ae_3,4.77,95.4,False
3663.0,75009,ipad,lightbox,black,Oxaliplatin 5mg/mL,6ae_3,4.77,95.4,False
3664.0,75009,ipad,no light,black,Oxaliplatin 5mg/mL,6ae_3,4.77,95.4,False
3665.0,75009,pixel,benchtop,black,Oxaliplatin 5mg/mL,6ae_3,4.77,95.4,False
3666.0,75009,pixel,lightbox,black,Oxaliplatin 5mg/mL,6ae_3,4.77,95.4,False
3667.0,75009,pixel,no light,black,Oxaliplatin 5mg/mL,6ae_3,4.77,95.4,False
3668.0,81411,ipad,benchtop,black,Oxaliplatin 5mg/mL,6ae_4,4.77,95.4,False
3669.0,81411,ipad,lightbox,black,Oxaliplatin 5mg/mL,6ae_4,4.77,95.4,False
3670.0,81411,ipad,no light,black,Oxaliplatin 5mg/mL,6ae_4,4.77,95.4,False
3671.0,81411,pixel,benchtop,black,Oxaliplatin 5mg/mL,6ae_4,4.77,95.4,False
3672.0,81411,pixel,lightbox,black,Oxaliplatin 5mg/mL,6ae_4,4.77,95.4,False
3673.0,81411,pixel,no light,black,Oxaliplatin 5mg/mL,6ae_4,4.77,95.4,False
3674.0,75008,ipad,benchtop,white,Oxaliplatin 5mg/mL,oxptstd66%,3.2769,65.5,False
4344.0,75008,ipad,lightbox,white,Oxaliplatin 5mg/mL,oxptstd66%,3.2769,65.5,False
4345.0,75008,ipad,no light,white,Oxaliplatin 5mg/mL,oxptstd66%,3.2769,65.5,False
4346.0,75008,pixel,benchtop,white,Oxaliplatin 5mg/mL,oxptstd66%,3.2769,65.5,False
4347.0,75008,pixel,lightbox,white,Oxaliplatin 5mg/mL,oxptstd66%,3.2769,65.5,False
4348.0,75008,pixel,no light,white,Oxaliplatin 5mg/mL,oxptstd66%,3.2769,65.5,False
3675.0,80631,ipad,benchtop,white,Oxaliplatin 5mg/mL,234_1,3.2142,64.3,False
3676.0,80631,ipad,lightbox,white,Oxaliplatin 5mg/mL,234_1,3.2142,64.3,False
3677.0,80631,ipad,no light,white,Oxaliplatin 5mg/mL,234_1,3.2142,64.3,False
3678.0,80631,pixel,benchtop,white,Oxaliplatin 5mg/mL,234_1,3.2142,64.3,False
3679.0,80631,pixel,lightbox,white,Oxaliplatin 5mg/mL,234_1,3.2142,64.3,False
3680.0,80631,pixel,no light,white,Oxaliplatin 5mg/mL,234_1,3.2142,64.3,False
3681.0,80632,ipad,benchtop,white,Oxaliplatin 5mg/mL,234_2,3.2142,64.3,False
3682.0,80632,ipad,lightbox,white,Oxaliplatin 5mg/mL,234_2,3.2142,64.3,False
3683.0,80632,ipad,no light,white,Oxaliplatin 5mg/mL,234_2,3.2142,64.3,False
3684.0,80632,pixel,benchtop,white,Oxaliplatin 5mg/mL,234_2,3.2142,64.3,False
3685.0,80632,pixel,lightbox,white,Oxaliplatin 5mg/mL,234_2,3.2142,64.3,False
3686.0,80632,pixel,no light,white,Oxaliplatin 5mg/mL,234_2,3.2142,64.3,False
3687.0,75007,ipad,benchtop,black,Oxaliplatin 5mg/mL,234_3,3.2142,64.3,False
3688.0,75007,ipad,lightbox,black,Oxaliplatin 5mg/mL,234_3,3.2142,64.3,False
3689.0,75007,ipad,no light,black,Oxaliplatin 5mg/mL,234_3,3.2142,64.3,False
3690.0,75007,pixel,benchtop,black,Oxaliplatin 5mg/mL,234_3,3.2142,64.3,False
3691.0,75007,pixel,lightbox,black,Oxaliplatin 5mg/mL,234_3,3.2142,64.3,False
3692.0,75007,pixel,no light,black,Oxaliplatin 5mg/mL,234_3,3.2142,64.3,False
3693.0,80633,ipad,benchtop,black,Oxaliplatin 5mg/mL,234_4,3.2142,64.3,False
3694.0,80633,ipad,lightbox,black,Oxaliplatin 5mg/mL,234_4,3.2142,64.3,False
3695.0,80633,ipad,no light,black,Oxaliplatin 5mg/mL,234_4,3.2142,64.3,False
3696.0,80633,pixel,benchtop,black,Oxaliplatin 5mg/mL,234_4,3.2142,64.3,False
3697.0,80633,pixel,lightbox,black,Oxaliplatin 5mg/mL,234_4,3.2142,64.3,False
3698.0,80633,pixel,no light,black,Oxaliplatin 5mg/mL,234_4,3.2142,64.3,False
3699.0,81362,ipad,benchtop,white,Oxaliplatin 5mg/mL,752_1,3.2505,65.0,False
3700.0,81362,ipad,lightbox,white,Oxaliplatin 5mg/mL,752_1,3.2505,65.0,False
3701.0,81362,ipad,no light,white,Oxaliplatin 5mg/mL,752_1,3.2505,65.0,False
3702.0,81362,pixel,benchtop,white,Oxaliplatin 5mg/mL,752_1,3.2505,65.0,False
3703.0,81362,pixel,lightbox,white,Oxaliplatin 5mg/mL,752_1,3.2505,65.0,False
3704.0,81362,pixel,no light,white,Oxaliplatin 5mg/mL,752_1,3.2505,65.0,False
3705.0,80634,ipad,benchtop,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False
3706.0,80634,ipad,lightbox,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False
3707.0,80634,ipad,no light,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False
3708.0,80634,pixel,benchtop,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False
3709.0,80634,pixel,lightbox,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False
3710.0,80634,pixel,no light,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False
3711.0,75005,ipad,benchtop,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False
3712.0,75005,ipad,lightbox,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False
3713.0,75005,ipad,no light,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False
3714.0,75005,pixel,benchtop,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False
3715.0,75005,pixel,lightbox,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False
3716.0,75005,pixel,no light,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False
3717.0,80630,ipad,benchtop,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False
3718.0,80630,ipad,lightbox,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False
3719.0,80630,ipad,no light,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False
3720.0,80630,pixel,benchtop,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False
3721.0,80630,pixel,lightbox,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False
3722.0,80630,pixel,no light,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False
3723.0,82241,ipad,benchtop,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False
3724.0,82241,ipad,lightbox,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False
3725.0,82241,ipad,no light,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False
3726.0,82241,pixel,benchtop,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False
3727.0,82241,pixel,lightbox,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False
3728.0,82241,pixel,no light,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False
3729.0,80390,ipad,benchtop,white,Oxaliplatin 5mg/mL,267_2,3.2307,64.6,False
3730.0,80390,ipad,no light,white,Oxaliplatin 5mg/mL,267_2,3.2307,64.6,False
3731.0,80390,pixel,benchtop,white,Oxaliplatin 5mg/mL,267_2,3.2307,64.6,False
3732.0,80390,pixel,lightbox,white,Oxaliplatin 5mg/mL,267_2,3.2307,64.6,False
3733.0,80390,pixel,no light,white,Oxaliplatin 5mg/mL,267_2,3.2307,64.6,False
3734.0,75004,ipad,benchtop,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False
3735.0,75004,ipad,lightbox,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False
3736.0,75004,ipad,no light,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False
3737.0,75004,pixel,benchtop,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False
3738.0,75004,pixel,lightbox,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False
3739.0,75004,pixel,no light,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False
3740.0,82245,ipad,benchtop,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False
3741.0,82245,ipad,lightbox,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False
3742.0,82245,ipad,no light,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False
3743.0,82245,pixel,benchtop,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False
3744.0,82245,pixel,lightbox,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False
3745.0,82245,pixel,no light,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False
3746.0,82037,ipad,benchtop,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False
3747.0,82037,ipad,lightbox,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False
3748.0,82037,ipad,no light,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False
3749.0,82037,pixel,benchtop,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False
3750.0,82037,pixel,lightbox,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False
3751.0,82037,pixel,no light,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False
3752.0,82036,ipad,benchtop,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False
3753.0,82036,ipad,lightbox,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False
3754.0,82036,ipad,no light,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False
3755.0,82036,pixel,benchtop,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False
3756.0,82036,pixel,lightbox,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False
3757.0,82036,pixel,no light,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False
3758.0,75003,ipad,benchtop,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False
3759.0,75003,ipad,lightbox,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False
3760.0,75003,ipad,no light,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False
3761.0,75003,pixel,benchtop,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False
3762.0,75003,pixel,lightbox,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False
3763.0,75003,pixel,no light,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False
3764.0,82197,ipad,benchtop,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False
3765.0,82197,ipad,lightbox,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False
3766.0,82197,ipad,no light,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False
3767.0,82197,pixel,benchtop,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False
3768.0,82197,pixel,lightbox,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False
3769.0,82197,pixel,no light,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False
3770.0,82181,ipad,benchtop,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False
3771.0,82181,ipad,lightbox,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False
3772.0,82181,ipad,no light,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False
3773.0,82181,pixel,benchtop,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False
3774.0,82181,pixel,lightbox,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False
3775.0,82181,pixel,no light,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False
3776.0,80274,ipad,benchtop,white,Oxaliplatin 5mg/mL,6ae_2,3.1482,63.0,False
3777.0,80274,ipad,no light,white,Oxaliplatin 5mg/mL,6ae_2,3.1482,63.0,False
3778.0,75002,ipad,benchtop,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False
3779.0,75002,ipad,lightbox,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False
3780.0,75002,ipad,no light,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False
3781.0,75002,pixel,benchtop,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False
3782.0,75002,pixel,lightbox,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False
3783.0,75002,pixel,no light,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False
3784.0,80273,ipad,benchtop,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False
3785.0,80273,ipad,lightbox,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False
3786.0,80273,ipad,no light,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False
3787.0,80273,pixel,benchtop,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False
3788.0,80273,pixel,lightbox,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False
3789.0,80273,pixel,no light,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False
3790.0,75010,ipad,benchtop,white,Oxaliplatin 5mg/mL,oxpt,1.63845,32.8,False
4349.0,75010,ipad,lightbox,white,Oxaliplatin 5mg/mL,oxpt,1.63845,32.8,False
4350.0,75010,ipad,no light,white,Oxaliplatin 5mg/mL,oxpt,1.63845,32.8,False
